stockid,assessid,stocklong,tsid,tsyear,tsvalue
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1962,0.11
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1963,0.091
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1964,0.046
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1965,0.039
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1966,0.063
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1967,0.09
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1968,0.057
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1969,0.039
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1970,0.048
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1971,0.044
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1972,0.067
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1973,0.14
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1974,0.197
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1975,0.161
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1976,0.169
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1977,0.15
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1978,0.139
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1979,0.186
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1980,0.166
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1981,0.182
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1982,0.231
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1983,0.243
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1984,0.264
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1985,0.205
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1986,0.244
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1987,0.232
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1988,0.221
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1989,0.274
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1990,0.28
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1991,0.197
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1992,0.212
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1993,0.197
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1994,0.176
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1995,0.123
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1996,0.087
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1997,0.083
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1998,0.037
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,1999,0.038
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2000,0.027
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2001,0.021
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2002,0.012
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2003,0.002
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2004,0.01
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2005,0.012
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2006,0.006
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2007,0.006
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2008,0.006
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2009,0.005
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2010,0.006
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2011,0.008
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,F,2012,0.011
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1930,39779
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1931,39525
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1932,39319
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1933,39264
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1934,39345
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1935,39360
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1936,39333.6
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1937,39208
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1938,39132
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1939,39189
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1940,39337
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1941,39470
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1942,39669
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1943,40041
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1944,40231
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1945,39981
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1946,39090
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1947,38758
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1948,38441
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1949,38255
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1950,38008
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1951,37370
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1952,36206
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1953,34851
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1954,33230
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1955,31546
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1956,28979
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1957,25747
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1958,22555
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1959,19328
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1960,17248
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1961,16068
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1962,15719
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1963,22090
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1964,33295
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1965,45019
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1966,54238
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1967,59299
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1968,59830
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1969,59946
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1970,59324
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1971,57196
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1972,54856
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1973,51335
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1974,45793
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1975,39852
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1976,36515
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1977,32351
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1978,31484
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1979,32882
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1980,32451
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1981,31533
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1982,28546
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1983,23067.6
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1984,17717
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1985,13961
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1986,12797
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1987,11418
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1988,10409
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1989,10061
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1990,9387
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1991,8688
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1992,8654
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1993,8087
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1994,7370
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1995,6675
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1996,6271
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1997,6006
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1998,5666
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,1999,5553
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2000,5907
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2001,6663
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2002,7380
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2003,7970
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2004,8640
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2005,9174
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2006,9705
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2007,10277
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2008,10780
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2009,11267
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2010,12001
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2011,13891
BOCACCSPCOAST,PFMC-BOCACCSPCOAST-1930-2012-KURIYAMA,Bocaccio Southern Pacific Coast,SSB,2012,16537
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1930,910.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1931,886
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1932,845.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1933,832.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1934,832.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1935,840.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1936,853.9
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1937,883.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1938,904.2
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1939,926.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1940,948.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1941,965.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1942,977.2
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1943,995.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1944,1014.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1945,1036
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1946,1058
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1947,1077.9
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1948,1090.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1949,1098.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1950,1102.5
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1951,1103.5
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1952,1102.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1953,1109.9
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1954,1118.9
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1955,1120.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1956,1118.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1957,1109.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1958,1107.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1959,1104.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1960,1103.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1961,1100
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1962,1095.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1963,1097.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1964,1093.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1965,1093.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1966,1085
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1967,1072.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1968,1047.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1969,1022.2
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1970,988.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1971,971
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1972,949.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1973,905.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1974,853.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1975,798.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1976,746.9
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1977,696.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1978,646.2
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1979,594.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1980,513.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1981,455.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1982,404.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1983,300.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1984,273.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1985,222.2
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1986,181.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1987,147.4
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1988,156.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1989,164.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1990,200
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1991,231.8
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1992,261
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1993,278.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1994,291.5
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1995,293.5
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1996,298
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1997,292.9
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1998,294.6
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,1999,300.7
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,2000,306.5
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,2001,318
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,2002,335.1
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,2003,355.3
COWCODSCAL,PFMC-COWCODSCAL-1930-2012-KURIYAMA,Cowcod Southern California,SSB-MT,2004,374.7
